"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"F(G((a) & ((G(!(a))) U (b))))","rabinizer4","ok",0,0.749571,1,2,4,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&1] 0 [!0 | !1] 0 {0} --END--"
"X((a) | (b) | ((c) & (F((a) | ((!(a)) R (!(c)))))))","ltl3tela_alt","ok",0,0.0077471,4,6,31,1,4,0,0,0,"HOA: v1 States: 4 Start: 1 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0 | 1] 0 [!0&!1&2] 3 State: 3 [0 | !2] 0 [!0&2] 3 --END--"
"X((a) | (b) | ((c) & (F((a) | ((!(a)) R (!(c)))))))","ltl3tela_d","ok",0,0.0107042,4,6,31,1,4,0,0,0,"HOA: v1 States: 4 Start: 1 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0 | 1] 0 [!0&!1&2] 3 State: 3 [0 | !2] 0 [!0&2] 3 --END--"
"X((a) | (b) | ((c) & (F((a) | ((!(a)) R (!(c)))))))","ltl2tgba_d","ok",0,0.0072169,4,6,31,1,4,0,0,0,"HOA: v1 name: ""X(a | b | (c & F(a | (!a R !c))))"" States: 4 Start: 1 AP: 3 ""a"" ""b"" ""c"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0 | 1] 0 [!0&!1&2] 3 State: 3 [0 | !2] 0 [!0&2] 3 --END--"
"X((a) | (b) | ((c) & (F((a) | ((!(a)) R (!(c)))))))","delag","ok",0,0.779658,4,31,31,1,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&!2] 1 [0&!1&!2] 1 [!0&1&!2] 1 [0&1&!2] 1 [!0&!1&2] 1 [0&!1&2] 1 [!0&1&2] 1 [0&1&2] 1 State: 1 [0&!1&!2] 2 [!0&1&!2] 2 [0&1&!2] 2 [!0&!1&2] 3 [0&!1&2] 2 [!0&1&2] 2 [0&1&2] 2 State: 2 [!0&!1&!2] 2 [0&!1&!2] 2 [!0&1&!2] 2 [0&1&!2] 2 [!0&!1&2] 2 [0&!1&2] 2 [!0&1&2] 2 [0&1&2] 2 State: 3 [!0&!1&!2] 2 [0&!1&!2] 2 [!0&1&!2] 2 [0&1&!2] 2 [!0&!1&2] 3 {0} [0&!1&2] 2 [!0&1&2] 3 {0} [0&1&2] 2 --END--"
"X((a) | (b) | ((c) & (F((a) | ((!(a)) R (!(c)))))))","rabinizer4","ok",0,0.68237,4,6,31,1,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 3 ""a"" ""b"" ""c"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [t] 3 State: 1 [0 | !2] 2 [!0&2] 1 {0} State: 2 [t] 2 State: 3 [0 | 1] 2 [!0&!1&2] 1 --END--"
"(a) | (X(F((b) | (G(a)))))","ltl3tela_alt","ok",0,0.0144837,3,6,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [0&!1] 1 [!0&!1] 1 {0} [1] 2 State: 2 [t] 2 --END--"
"(a) | (X(F((b) | (G(a)))))","ltl3tela_d","ok",0,0.0221671,3,6,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 1 [!0] 2 State: 1 [t] 1 State: 2 [1] 1 [0&!1] 2 [!0&!1] 2 {0} --END--"
"(a) | (X(F((b) | (G(a)))))","ltl2tgba_d","ok",0,0.0133491,3,6,12,1,3,0,0,1,"HOA: v1 name: ""a | FGa | XFb"" States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 1 [!0] 2 State: 1 [t] 1 State: 2 [1] 1 [0&!1] 2 [!0&!1] 2 {0} --END--"
"(a) | (X(F((b) | (G(a)))))","delag","ok",0,0.465786,3,12,12,2,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""a"" ""b"" acc-name: generalized-co-Buchi 2 Acceptance: 2 Fin(0)|Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 1 {0 1} [0&!1] 2 [!0&1] 1 {0 1} [0&1] 2 State: 1 [!0&!1] 1 {0 1} [0&!1] 1 {1} [!0&1] 2 [0&1] 2 State: 2 [!0&!1] 2 [0&!1] 2 [!0&1] 2 [0&1] 2 --END--"
