"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut"
"(X(a)) R (((b) & (X(F(c)))) | ((!(b)) & (X(G(!(c))))))","ltl3tela-D1","ok",0,0.0256554,6,13,38,1,6,0,0,0
"(X(a)) R (((b) & (X(F(c)))) | ((!(b)) & (X(G(!(c))))))","delag","ok",0,0.949469,6,13,38,1,6,0,0,0
"(X(a)) R (((b) & (X(F(c)))) | ((!(b)) & (X(G(!(c))))))","rabinizer4","ok",0,0.867477,6,13,38,1,6,0,0,0
"(F((a) & (F(((a) & (G(!(b)))) | ((!(a)) & (F(b))))))) | ((b) & (F(c))) | ((!(b)) & (G(!(c))))","ltl2tgba-DG","ok",0,0.0129368,18,75,144,2,15,0,0,1
"(F((a) & (F(((a) & (G(!(b)))) | ((!(a)) & (F(b))))))) | ((b) & (F(c))) | ((!(b)) & (G(!(c))))","ltl3tela-D1","ok",0,0.0317976,14,54,112,1,11,0,0,1
"(F((a) & (F(((a) & (G(!(b)))) | ((!(a)) & (F(b))))))) | ((b) & (F(c))) | ((!(b)) & (G(!(c))))","delag","ok",0,0.986816,20,82,160,4,17,0,0,1
"(F((a) & (F(((a) & (G(!(b)))) | ((!(a)) & (F(b))))))) | ((b) & (F(c))) | ((!(b)) & (G(!(c))))","rabinizer4","ok",0,0.919243,17,69,136,3,14,0,0,1
"(a) U ((((b) W (a)) W (((F(c)) & (X(G(!(a))))) | ((G(!(c))) & (X(F(a)))))) U (X(a)))","ltl2tgba-DG","ok",0,0.017898,20,71,130,1,15,0,0,0
"(a) U ((((b) W (a)) W (((F(c)) & (X(G(!(a))))) | ((G(!(c))) & (X(F(a)))))) U (X(a)))","ltl3tela-D1","ok",0,0.983048,20,71,130,1,15,0,0,0
"(a) U ((((b) W (a)) W (((F(c)) & (X(G(!(a))))) | ((G(!(c))) & (X(F(a)))))) U (X(a)))","delag","ok",0,1.27549,20,71,130,1,15,0,0,0
"(a) U ((((b) W (a)) W (((F(c)) & (X(G(!(a))))) | ((G(!(c))) & (X(F(a)))))) U (X(a)))","rabinizer4","ok",0,0.988986,20,71,130,1,15,0,0,0
"F((a) & (G(b)))","ltl2tgba-DG","ok",0,0.00772311,2,4,8,2,1,0,0,1
"F((a) & (G(b)))","ltl3tela-D1","ok",0,0.00790988,2,4,8,1,1,0,0,1
"F((a) & (G(b)))","delag","ok",0,0.701548,2,4,8,1,1,0,0,1
"F((a) & (G(b)))","rabinizer4","ok",0,0.578979,2,4,8,1,1,0,0,1
"(a) M (((b) & (c)) W ((a) | (!(c))))","ltl2tgba-DG","ok",0,0.0066772,2,3,15,1,2,0,0,0
"(a) M (((b) & (c)) W ((a) | (!(c))))","ltl3tela-D1","ok",0,0.00657695,2,3,15,1,2,0,0,0
"(a) M (((b) & (c)) W ((a) | (!(c))))","delag","ok",0,0.739089,2,3,15,1,2,0,0,0
"(a) M (((b) & (c)) W ((a) | (!(c))))","rabinizer4","ok",0,0.60542,2,3,15,1,2,0,0,0
"X(F((a) W (b)))","ltl2tgba-DG","ok",0,0.00733766,4,8,16,2,3,0,0,1
"X(F((a) W (b)))","ltl3tela-D1","ok",0,0.00842065,3,5,12,1,3,0,0,1
"X(F((a) W (b)))","delag","ok",0,0.540045,3,5,12,2,3,0,0,1
"X(F((a) W (b)))","rabinizer4","ok",0,0.579767,3,5,12,1,3,0,0,1
